Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
825	20	0	2.0625	214.99911	223.307277	214.99911	233.478654	18.4795437	9.48127877	0	2346	0	0	3
830	20	0	2.075	214.68597	222.83746	214.68597	232.980263	18.2942929	9.48127877	0	2348.71	0	0	3
835	20	0	2.0875	214.400119	222.372957	214.400119	232.503276	18.1031571	9.48127877	0	2351.57	0	0	3
840	20	0	2.1	214.139974	221.913874	214.139974	232.034464	17.8944899	9.48127877	0	2354.51	0	0	3
845	20	0	2.1125	213.895322	221.7183	213.895322	232.034464	18.1391417	9.48127877	0	2357.41	0	0	3
850	21	0	2.125	213.661192	221.013214	213.661192	231.027464	17.3662723	9.48127877	0	2360.25	0	0	3
855	21	0	2.1375	213.439397	220.573513	213.439397	230.465914	17.0265172	9.48127877	0	2363.05	0	0	3
860	21	0	2.15	213.231219	220.142645	213.231219	229.856961	16.6257421	9.48127877	0	2365.84	0	0	3
865	21	0	2.1625	213.038048	219.722172	213.038048	229.20317	16.1651224	9.48127877	0	2368.56	0	0	3
870	21	0	2.175	212.856379	219.554714	212.856379	229.20317	16.3467908	9.48127877	0	2371.22	0	0	3
875	21	0	2.1875	212.68311	218.917411	212.68311	227.836698	15.153588	9.48127877	0	2373.97	0	0	3
880	21	0	2.2	212.518891	218.534466	212.518891	227.143538	14.6246472	9.48127877	0	2376.75	0	0	3
885	21	0	2.2125	212.364109	218.164981	212.364109	226.459326	14.095217	9.48127877	0	2379.45	0	0	3
890	21	0	2.225	212.218026	217.808948	212.218026	225.803534	13.5855079	9.48127877	0	2382.05	0	0	3
895	22	0	2.2375	212.079885	217.669215	212.079885	225.803534	13.7236485	9.48127877	0	2384.59	0	0	3
900	22	0	2.25	211.94774	217.134816	211.94774	224.619267	12.6715269	9.48127877	0	2387.07	0	0	3
905	22	0	2.2625	211.821955	216.814883	211.821955	224.0834	12.2614447	9.48127877	0	2389.49	0	0	3
910	22	0	2.275	211.703118	216.505376	211.703118	223.569177	11.8660596	9.48127877	0	2391.89	0	0	3
915	22	0	2.2875	211.591184	216.205926	211.591184	223.074326	11.4831414	9.48127877	0	2394.26	0	0	3
920	22	0	2.3	211.485355	216.09079	211.485355	223.074326	11.5889711	9.48127877	0	2396.64	0	0	3
925	22	0	2.3125	211.38882	215.635614	211.38882	222.198782	10.8099619	9.48127877	0	2399.01	0	0	3
930	22	0	2.325	211.296792	215.363064	211.296792	221.829147	10.5323547	9.48127877	0	2401.35	0	0	3
935	22	0	2.3375	211.210167	215.097589	211.210167	221.462489	10.2523214	9.48127877	0	2403.66	0	0	3
940	23	0	2.35	211.130468	214.839289	211.130468	221.069067	9.9385995	9.48127877	0	2405.93	0	0	3
945	23	0	2.3625	211.056229	214.747019	211.056229	221.069067	10.0128384	9.48127877	0	2408.16	0	0	3
950	23	0	2.375	210.986549	214.347354	210.986549	220.231169	9.24462015	9.48127877	0	2410.35	0	0	3
955	23	0	2.3875	210.922681	214.114642	210.922681	219.821392	8.89871147	9.48127877	0	2412.52	0	0	3
960	23	0	2.4	210.857051	213.890533	210.857051	219.419223	8.5621724	9.48127877	0	2414.65	0	0	3
965	23	0	2.4125	210.789557	213.674792	210.789557	219.024082	8.2345254	9.48127877	0	2416.76	0	0	3
970	23	0	2.425	210.722228	213.602778	210.722228	219.024082	8.3018546	9.48127877	0	2418.84	0	0	3
975	23	0	2.4375	210.654805	213.267601	210.654805	218.258908	7.60410296	9.48127877	0	2420.89	0	0	3
980	23	0	2.45	210.588605	213.075843	210.588605	217.879315	7.29070968	9.48127877	0	2422.92	0	0	3
985	24	0	2.4625	210.524932	212.891984	210.524932	217.502525	6.97759329	9.48127877	0	2424.91	0	0	3
990	24	0	2.475	210.464322	212.716029	210.464322	217.128021	6.66369904	9.48127877	0	2426.89	0	0	3
995	24	0	2.4875	210.406688	212.659703	210.406688	217.128021	6.72133306	9.48127877	0	2428.83	0	0	3
1000	24	0	2.5	210.351619	212.387897	210.351619	216.387835	6.03621637	9.48127877	0	2430.75	0	0	3
1005	24	0	2.5125	210.298422	212.235662	210.298422	216.02384	5.72541824	9.48127877	0	2432.64	0	0	3
1010	24	0	2.525	210.246803	212.091236	210.246803	215.666956	5.42015285	9.48127877	0	2434.51	0	0	3
1015	24	0	2.5375	210.196586	211.954476	210.196586	215.325627	5.12904064	9.48127877	0	2436.35	0	0	3
1020	24	0	2.55	210.147706	211.825028	210.147706	214.99911	4.85140423	9.48127877	0	2438.17	0	0	3
1025	25	0	2.5625	210.100375	211.70256	210.100375	214.68597	4.58559558	9.48127877	0	2439.97	0	0	3
1030	25	0	2.575	210.05466	211.586777	210.05466	214.400119	4.34545967	9.48127877	0	2441.75	0	0	3
1035	25	0	2.5875	210.01014	211.477028	210.01014	214.139974	4.12983392	9.48127877	0	2443.51	0	0	3
1040	25	0	2.6	209.966537	211.372692	209.966537	213.895322	3.92878503	9.48127877	0	2445.24	0	0	3
1045	25	0	2.6125	209.923759	211.273403	209.923759	213.661192	3.73743236	9.48127877	0	2446.95	0	0	3
1050	25	0	2.625	209.881622	211.178913	209.881622	213.439397	3.55777523	9.48127877	0	2448.62	0	0	3
